Scenario,Period,Processor,Scope,Biodiesel Input,Biodiesel Output,Bioethanol Input,Bioethanol Output,Biofuel Input,Biofuel Output,BlueWater Input,BlueWaterIn Input,BlueWaterOut Output,CropProduction Input,CropProduction Output,Diesel Input,Elec Input,Fertilizer Input,FertilizerK2O Input,FertilizerN Input,FertilizerP2O5 Input,GreenWater Input,HA Input,Heat Input,LU Input,Maize Input,Maize Output,PalmFruit Input,PalmFruit Output,RapeSeed Input,RapeSeed Output,SoyBean Input,SoyBean Output,SugarBeet Input,SugarBeet Output,SugarCane Input,SugarCane Output,Wheat Input,Wheat Output
Scenario1,2013,Society.Biodiesel.OilCrops.RapeSeed,Internal,,6000.0,,,,6000.0,0.0,,,9684.184,9684.184,272666.389,723672.0,770120.519,98313.258,589879.547,81927.715,8485240.722,40563.881,4483512.0,3277.109,,,,,9684.184,9684.184,,,,,,,,
Scenario1,2013,Society.Biodiesel.OilCrops.RapeSeed.RapeSeedCrop,Internal,,,,,,,0.0,,,,9684.184,272666.389,,770120.519,98313.258,589879.547,81927.715,8485240.722,38043.881,,3277.109,,,,,,9684.184,,,,,,,,
Scenario1,2013,Society.Biodiesel.OilCrops.RapeSeed.RapeSeedProcessing,Internal,,3600.0,,,,3600.0,,1525.028,713.441,9684.184,,,723672.0,,,,,,2520.0,4483512.0,,,,,,9684.184,,,,,,,,,
Scenario1,2013,Society.Biodiesel.OilCrops.SoyBean,Internal,,7500.0,,,,7500.0,,,,11116.071,11116.071,,313741.457,,,,,,1575.0,6495711.187,,,,,,,,11116.071,11116.071,,,,,,
Scenario1,2013,Society.Biodiesel.OilCrops.SoyBean.SoyBeanCrop,Internal,,,,,,,,,,,11116.071,,,,,,,,,,,,,,,,,,11116.071,,,,,,
Scenario1,2013,Society.Biodiesel.OilCrops.SoyBean.SoyBeanProcessing,Internal,,2250.0,,,,2250.0,,1086.789,717.124,11116.071,,,313741.457,,,,,,1575.0,6495711.187,,,,,,,,11116.071,,,,,,,
Scenario1,2013,Society.Bioethanol,Internal,,,,32000.0,,32000.0,259937.425,,,163502.08,163502.08,860358.843,4951675.648,532202.893,98317.172,342046.919,91838.802,13491788.752,63593.408,138277888.0,3156.345,15022.08,15022.08,,,,,,,70656.0,70656.0,69120.0,69120.0,8704.0,8704.0
Scenario1,2013,Society.Bioethanol.Cereals,Internal,,,,6400.0,,6400.0,244427.785,,,23726.08,23726.08,122747.758,2953265.459,326329.293,35110.366,244527.845,46691.083,9621775.642,34447.104,104636416.0,2253.391,15022.08,15022.08,,,,,,,,,,,8704.0,8704.0
Scenario1,2013,Society.Bioethanol.Cereals.ExternalMaize,Internal,,,,3584.0,,3584.0,171099.45,,,10515.456,10515.456,78579.145,1312841.457,82753.116,17607.046,38735.501,26410.569,3623143.738,13755.409,46971187.2,880.352,10515.456,10515.456,,,,,,,,,,,,
Scenario1,2013,Society.Bioethanol.Cereals.ExternalMaize.MaizeCrop,Internal,,,,,,,171099.45,,,,10515.456,78579.145,,82753.116,17607.046,38735.501,26410.569,3623143.738,11497.489,,880.352,,10515.456,,,,,,,,,,,,
Scenario1,2013,Society.Bioethanol.Cereals.ExternalMaize.MaizeProcessing,Internal,,,,3225.6,,3225.6,,28030.464,8999.424,10515.456,,,1312841.457,,,,,,2257.92,46971187.2,,10515.456,,,,,,,,,,,,,
Scenario1,2013,Society.Bioethanol.Cereals.ExternalWheat,Internal,,,,1024.0,,1024.0,0.0,,,6963.2,6963.2,8393.469,862222.131,166488.446,7965.954,151353.132,7169.359,3556684.814,11837.216,30027776.0,796.596,,,,,,,,,,,,,6963.2,6963.2
Scenario1,2013,Society.Bioethanol.Cereals.ExternalWheat.WheatCrop,Internal,,,,,,,0.0,,,,6963.2,8393.469,,166488.446,7965.954,151353.132,7169.359,3556684.814,10403.616,,796.596,,,,,,,,,,,,,,6963.2
Scenario1,2013,Society.Bioethanol.Cereals.ExternalWheat.WheatProcessing,Internal,,,,2048.0,,2048.0,,8986.624,8888.32,6963.2,,,862222.131,,,,,,1433.6,30027776.0,,,,,,,,,,,,,,6963.2,
Scenario1,2013,Society.Bioethanol.Cereals.Maize,Internal,,,,1536.0,,1536.0,73328.336,,,4506.624,4506.624,33676.777,562646.339,35465.621,7545.877,16600.929,11318.815,1552775.888,5895.175,20130508.8,377.294,4506.624,4506.624,,,,,,,,,,,,
Scenario1,2013,Society.Bioethanol.Cereals.Maize.MaizeCrop,Internal,,,,,,,73328.336,,,,4506.624,33676.777,,35465.621,7545.877,16600.929,11318.815,1552775.888,4927.495,,377.294,,4506.624,,,,,,,,,,,,
Scenario1,2013,Society.Bioethanol.Cereals.Maize.MaizeProcessing,Internal,,,,1382.4,,1382.4,,12013.056,3856.896,4506.624,,,562646.339,,,,,,967.68,20130508.8,,4506.624,,,,,,,,,,,,,
Scenario1,2013,Society.Bioethanol.Cereals.Wheat,Internal,,,,256.0,,256.0,0.0,,,1740.8,1740.8,2098.367,215555.533,41622.111,1991.489,37838.283,1792.34,889171.203,2959.304,7506944.0,199.149,,,,,,,,,,,,,1740.8,1740.8
Scenario1,2013,Society.Bioethanol.Cereals.Wheat.WheatCrop,Internal,,,,,,,0.0,,,,1740.8,2098.367,,41622.111,1991.489,37838.283,1792.34,889171.203,2600.904,,199.149,,,,,,,,,,,,,,1740.8
Scenario1,2013,Society.Bioethanol.Cereals.Wheat.WheatProcessing,Internal,,,,512.0,,512.0,,2246.656,2222.08,1740.8,,,215555.533,,,,,,358.4,7506944.0,,,,,,,,,,,,,,1740.8,
Scenario1,2013,Society.Bioethanol.SugarCrops,Internal,,,,25600.0,,25600.0,15509.64,,,139776.0,139776.0,737611.085,1998410.189,205873.6,63206.807,97519.074,45147.719,3870013.11,29146.303,33641472.0,902.954,,,,,,,,,70656.0,70656.0,69120.0,69120.0,,
Scenario1,2013,Society.Bioethanol.SugarCrops.ExternalSugarBeet,Internal,,,,5120.0,,5120.0,7754.82,,,35328.0,35328.0,368805.543,669717.197,102936.8,31603.403,48759.537,22573.86,1935006.555,12960.352,15525888.0,451.477,,,,,,,,,35328.0,35328.0,,,,
Scenario1,2013,Society.Bioethanol.SugarCrops.ExternalSugarBeet.SugarBeetCrop,Internal,,,,,,,7754.82,,,,35328.0,368805.543,,102936.8,31603.403,48759.537,22573.86,1935006.555,10809.952,,451.477,,,,,,,,,,35328.0,,,,
Scenario1,2013,Society.Bioethanol.SugarCrops.ExternalSugarBeet.SugarBeetProcessing,Internal,,,,3072.0,,3072.0,,33793.852,3379.2,35328.0,,,669717.197,,,,,,2150.4,15525888.0,,,,,,,,,,35328.0,,,,,
Scenario1,2013,Society.Bioethanol.SugarCrops.ExternalSugarCane,Internal,,,,9216.0,,9216.0,,,,41472.0,41472.0,,395385.477,,,,,,1935.36,1553817.6,,,,,,,,,,,,41472.0,41472.0,,
Scenario1,2013,Society.Bioethanol.SugarCrops.ExternalSugarCane.SugarCaneCrop,Internal,,,,,,,,,,,41472.0,,,,,,,,,,,,,,,,,,,,,,41472.0,,
Scenario1,2013,Society.Bioethanol.SugarCrops.ExternalSugarCane.SugarCaneProcessing,Internal,,,,2764.8,,2764.8,,85985.28,58613.76,41472.0,,,395385.477,,,,,,1935.36,1553817.6,,,,,,,,,,,,41472.0,,,
Scenario1,2013,Society.Bioethanol.SugarCrops.SugarBeet,Internal,,,,5120.0,,5120.0,7754.82,,,35328.0,35328.0,368805.543,669717.197,102936.8,31603.403,48759.537,22573.86,1935006.555,12960.352,15525888.0,451.477,,,,,,,,,35328.0,35328.0,,,,
Scenario1,2013,Society.Bioethanol.SugarCrops.SugarBeet.SugarBeetCrop,Internal,,,,,,,7754.82,,,,35328.0,368805.543,,102936.8,31603.403,48759.537,22573.86,1935006.555,10809.952,,451.477,,,,,,,,,,35328.0,,,,
Scenario1,2013,Society.Bioethanol.SugarCrops.SugarBeet.SugarBeetProcessing,Internal,,,,3072.0,,3072.0,,33793.852,3379.2,35328.0,,,669717.197,,,,,,2150.4,15525888.0,,,,,,,,,,35328.0,,,,,
Scenario1,2013,Society.Bioethanol.SugarCrops.SugarCane,Internal,,,,6144.0,,6144.0,,,,27648.0,27648.0,,263590.318,,,,,,1290.24,1035878.4,,,,,,,,,,,,27648.0,27648.0,,
Scenario1,2013,Society.Bioethanol.SugarCrops.SugarCane.SugarCaneCrop,Internal,,,,,,,,,,,27648.0,,,,,,,,,,,,,,,,,,,,,,27648.0,,
Scenario1,2013,Society.Bioethanol.SugarCrops.SugarCane.SugarCaneProcessing,Internal,,,,1843.2,,1843.2,,57323.52,39075.84,27648.0,,,263590.318,,,,,,1290.24,1035878.4,,,,,,,,,,,,27648.0,,,
Scenario1,2013,Society.CommerceExports,Internal,18250.0,,22400.0,,40650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scenario2,2011,Society,Internal,7000.0,35000.0,9600.0,24000.0,16600.0,59000.0,194953.069,,,172187.841,172187.841,544162.636,5785242.135,1570612.266,220942.615,1158341.439,191328.212,24968012.828,116993.013,128219967.836,7344.042,11266.56,11266.56,6676.46,6676.46,16947.321,16947.321,25937.5,25937.5,52992.0,52992.0,51840.0,51840.0,6528.0,6528.0
Scenario2,2011,Society.Biodiesel,Internal,,35000.0,,,,35000.0,0.0,,,49561.281,49561.281,130856.164,2071485.399,1158176.202,147852.281,887113.687,123210.234,14849171.263,68187.733,24511551.836,4928.409,,,6676.46,6676.46,16947.321,16947.321,25937.5,25937.5,,,,,,
Scenario2,2011,Society.Biodiesel.OilCrops,Internal,,35000.0,,,,35000.0,0.0,,,49561.281,49561.281,130856.164,2071485.399,1158176.202,147852.281,887113.687,123210.234,14849171.263,68187.733,24511551.836,4928.409,,,6676.46,6676.46,16947.321,16947.321,25937.5,25937.5,,,,,,
Scenario2,2011,Society.Biodiesel.OilCrops.ExternalPalmOil,Internal,,3500.0,,,,3500.0,,,,3338.23,3338.23,,36498.0,,,,,,980.0,754373.2,,,,3338.23,3338.23,,,,,,,,,,
Scenario2,2011,Society.Biodiesel.OilCrops.ExternalPalmOil.PalmOilCrop,Internal,,,,,,,,,,,3338.23,,,,,,,,,,,,,,3338.23,,,,,,,,,,
Scenario2,2011,Society.Biodiesel.OilCrops.ExternalPalmOil.PalmOilProcessing,Internal,,700.0,,,,700.0,,10247.645,5400.29,3338.23,,,36498.0,,,,,,980.0,754373.2,,,,3338.23,,,,,,,,,,,
Scenario2,2011,Society.Biodiesel.OilCrops.ExternalRapeSeed,Internal,,5250.0,,,,5250.0,0.0,,,8473.661,8473.661,65428.082,633213.0,579088.101,73926.141,443556.843,61605.117,7424585.632,31276.366,3923073.0,2464.205,,,,,8473.661,8473.661,,,,,,,,
Scenario2,2011,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedCrop,Internal,,,,,,,0.0,,,,8473.661,65428.082,,579088.101,73926.141,443556.843,61605.117,7424585.632,29071.366,,2464.205,,,,,,8473.661,,,,,,,,
Scenario2,2011,Society.Biodiesel.OilCrops.ExternalRapeSeed.RapeSeedProcessing,Internal,,3150.0,,,,3150.0,,1334.4,624.261,8473.661,,,633213.0,,,,,,2205.0,3923073.0,,,,,,8473.661,,,,,,,,,
Scenario2,2011,Society.Biodiesel.OilCrops.ExternalSoyBean,Internal,,8750.0,,,,8750.0,,,,12968.75,12968.75,,366031.699,,,,,,1837.5,7578329.718,,,,,,,,12968.75,12968.75,,,,,,
Scenario2,2011,Society.Biodiesel.OilCrops.ExternalSoyBean.SoyBeanCrop,Internal,,,,,,,,,,,12968.75,,,,,,,,,,,,,,,,,,12968.75,,,,,,
Scenario2,2011,Society.Biodiesel.OilCrops.ExternalSoyBean.SoyBeanProcessing,Internal,,2625.0,,,,2625.0,,1267.921,836.645,12968.75,,,366031.699,,,,,,1837.5,7578329.718,,,,,,,,12968.75,,,,,,,
Scenario2,2011,Society.Biodiesel.OilCrops.PalmOil,Internal,,3500.0,,,,3500.0,,,,3338.23,3338.23,,36498.0,,,,,,980.0,754373.2,,,,3338.23,3338.23,,,,,,,,,,
Scenario2,2011,Society.Biodiesel.OilCrops.PalmOil.PalmOilCrop,Internal,,,,,,,,,,,3338.23,,,,,,,,,,,,,,3338.23,,,,,,,,,,
Scenario2,2011,Society.Biodiesel.OilCrops.PalmOil.PalmOilProcessing,Internal,,700.0,,,,700.0,,10247.645,5400.29,3338.23,,,36498.0,,,,,,980.0,754373.2,,,,3338.23,,,,,,,,,,,
Scenario2,2011,Society.Biodiesel.OilCrops.RapeSeed,Internal,,5250.0,,,,5250.0,0.0,,,8473.661,8473.661,65428.082,633213.0,579088.101,73926.141,443556.843,61605.117,7424585.632,31276.366,3923073.0,2464.205,,,,,8473.661,8473.661,,,,,,,,
Scenario2,2011,Society.Biodiesel.OilCrops.RapeSeed.RapeSeedCrop,Internal,,,,,,,0.0,,,,8473.661,65428.082,,579088.101,73926.141,443556.843,61605.117,7424585.632,29071.366,,2464.205,,,,,,8473.661,,,,,,,,
Scenario2,2011,Society.Biodiesel.OilCrops.RapeSeed.RapeSeedProcessing,Internal,,3150.0,,,,3150.0,,1334.4,624.261,8473.661,,,633213.0,,,,,,2205.0,3923073.0,,,,,,8473.661,,,,,,,,,
Scenario2,2011,Society.Biodiesel.OilCrops.SoyBean,Internal,,8750.0,,,,8750.0,,,,12968.75,12968.75,,366031.699,,,,,,1837.5,7578329.718,,,,,,,,12968.75,12968.75,,,,,,
Scenario2,2011,Society.Biodiesel.OilCrops.SoyBean.SoyBeanCrop,Internal,,,,,,,,,,,12968.75,,,,,,,,,,,,,,,,,,12968.75,,,,,,
Scenario2,2011,Society.Biodiesel.OilCrops.SoyBean.SoyBeanProcessing,Internal,,2625.0,,,,2625.0,,1267.921,836.645,12968.75,,,366031.699,,,,,,1837.5,7578329.718,,,,,,,,12968.75,,,,,,,
Scenario2,2011,Society.Bioethanol,Internal,,,,24000.0,,24000.0,194953.069,,,122626.56,122626.56,413306.472,3713756.736,412436.064,73090.334,271227.752,68117.978,10118841.564,48805.28,103708416.0,2415.632,11266.56,11266.56,,,,,,,52992.0,52992.0,51840.0,51840.0,6528.0,6528.0
Scenario2,2011,Society.Bioethanol.Cereals,Internal,,,,4800.0,,4800.0,183320.839,,,17794.56,17794.56,349164.178,2214949.094,261193.911,26656.34,199586.733,34950.839,7216331.732,27019.845,78477312.0,1752.29,11266.56,11266.56,,,,,,,,,,,6528.0,6528.0
Scenario2,2011,Society.Bioethanol.Cereals.ExternalMaize,Internal,,,,1920.0,,1920.0,91660.42,,,5633.28,5633.28,136303.756,703307.923,42927.187,9133.444,20093.577,13700.166,1940969.859,7270.621,25163136.0,456.672,5633.28,5633.28,,,,,,,,,,,,
Scenario2,2011,Society.Bioethanol.Cereals.ExternalMaize.MaizeCrop,Internal,,,,,,,91660.42,,,,5633.28,136303.756,,42927.187,9133.444,20093.577,13700.166,1940969.859,6061.021,,456.672,,5633.28,,,,,,,,,,,,
Scenario2,2011,Society.Bioethanol.Cereals.ExternalMaize.MaizeProcessing,Internal,,,,1728.0,,1728.0,,15016.32,4821.12,5633.28,,,703307.923,,,,,,1209.6,25163136.0,,5633.28,,,,,,,,,,,,,
Scenario2,2011,Society.Bioethanol.Cereals.ExternalWheat,Internal,,,,480.0,,480.0,0.0,,,3264.0,3264.0,38278.333,404166.624,87669.768,4194.726,79699.789,3775.253,1667196.006,6239.302,14075520.0,419.473,,,,,,,,,,,,,3264.0,3264.0
